LotArea,YearBuilt,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,predicted_price
8049,1990,1339,0,2,2,6,180000.0
8800,1977,1040,0,2,3,5,150500.0
9400,1971,912,912,2,4,8,139000.0
9638,1919,1699,748,2,4,10,169000.0
6000,1939,825,587,1,4,6,132500.0
9790,1963,1328,0,1,3,6,143000.0
36500,1964,1582,0,2,4,7,190000.0
5664,2000,1659,0,2,2,5,278000.0
11065,2006,1120,850,2,3,8,281000.0
14112,1964,1152,0,1,3,6,180500.0
1680,1972,630,672,2,3,6,119500.0
6600,1892,1378,994,2,4,11,107500.0
10140,1976,832,832,2,4,8,162900.0
8172,1955,864,0,1,2,5,115000.0
8400,1968,1052,0,1,3,5,138500.0
8700,1963,1128,0,2,3,6,155000.0
3675,2005,1072,0,2,2,5,140000.0
63887,2008,4692,950,2,3,12,160000.0
7500,1959,1246,0,1,3,6,154000.0
10762,1999,1005,978,2,3,9,225000.0
7500,1942,753,741,1,3,7,177500.0
10120,1994,1203,1323,2,4,8,290000.0
8688,2005,1616,0,2,3,7,232000.0
3363,2004,976,732,2,3,7,130000.0
13173,2006,1652,0,2,2,6,325000.0
6955,2005,1368,0,2,2,6,202500.0
8072,1994,990,0,1,3,5,138000.0
12000,1948,1122,0,1,2,6,147000.0
7153,1991,1294,0,2,3,6,179200.0
17500,1959,1902,0,2,3,7,335000.0
8814,2005,1274,0,2,3,6,203000.0
9572,1990,1453,1357,2,4,9,302000.0
14774,1999,1422,1177,2,4,10,333168.0
8190,1954,948,0,1,3,5,119000.0
11075,1969,1092,1020,2,4,9,206900.0
10226,2008,1630,0,2,3,8,295493.0
4230,2006,1352,0,2,2,5,208900.0
14781,2001,1787,0,2,3,7,275000.0
10215,1954,948,0,1,3,5,111000.0
8400,1957,1478,0,1,3,6,156500.0
6627,1949,720,0,1,2,4,72500.0
10186,1992,1061,862,2,3,8,190000.0
5330,1940,708,0,1,2,5,82500.0
9986,2006,1795,0,2,2,7,147000.0
3636,1922,796,0,1,2,5,55000.0
4270,1931,774,0,1,3,6,79000.0
6600,1982,816,0,1,3,5,130500.0
10440,1920,1584,1208,2,5,8,256000.0
9084,1998,955,677,2,3,8,176500.0
10000,2006,1588,0,2,3,7,227000.0
10780,1976,954,0,1,3,6,132500.0
8877,1938,816,0,1,2,3,100000.0
7200,1938,803,557,1,2,6,125500.0
2368,1970,765,600,1,3,7,125000.0
9650,1977,1334,0,2,2,6,167900.0
9246,1973,1656,0,2,4,8,135000.0
4118,1941,693,0,1,2,4,52500.0
13450,2002,920,941,2,3,8,200000.0
9560,1972,864,0,1,3,5,128500.0
8294,1971,872,0,1,3,5,123000.0
13695,2003,1114,0,1,3,6,155000.0
9375,2002,1284,885,2,3,7,228500.0
7558,1928,1172,741,1,3,9,177000.0
11103,2006,728,728,2,3,8,155835.0
6000,1920,960,0,1,2,5,108500.0
20781,1968,2156,0,2,3,9,262500.0
15306,2006,1776,0,2,3,7,283463.0
16196,1998,1494,0,2,3,5,215000.0
5250,1872,938,1215,2,4,8,122000.0
11643,1969,1338,1296,2,6,12,200000.0
9247,1962,858,858,1,4,8,171000.0
6000,1937,786,390,1,2,4,134900.0
14720,1995,2053,1185,2,4,9,410000.0
10316,2000,992,873,2,3,7,235000.0
10192,1968,1222,698,3,4,8,170000.0
9477,1966,892,0,1,3,5,110000.0
12537,1971,1078,0,1,3,6,149900.0
2117,2000,769,804,2,3,5,177500.0
16737,2004,1980,0,2,3,8,315000.0
9842,1921,990,1611,3,4,8,189000.0
16158,2005,1530,0,2,3,7,260000.0
12513,1920,1281,457,2,4,7,104900.0
8499,2006,616,796,2,3,6,156932.0
3180,2005,520,600,2,2,4,147576.0
7500,2000,814,860,2,3,7,216000.0
9179,1999,882,908,2,3,7,193000.0
2665,1977,925,550,2,4,6,127000.0
4435,2003,848,0,1,1,4,142000.0
10635,2003,1668,0,2,3,8,232000.0
5400,1920,840,534,1,2,6,105000.0
9600,1955,1661,0,1,3,8,165500.0
9750,1998,1108,989,2,3,8,274300.0
11400,2001,2633,0,2,2,8,466500.0
10625,2005,1026,932,2,3,9,250000.0
10991,2007,1571,0,2,3,7,239000.0
6292,1930,790,0,1,2,4,91000.0
10998,1941,984,620,2,3,6,117000.0
1953,1973,483,504,1,2,5,83000.0
9735,2006,754,640,2,3,7,167500.0
8212,1914,864,0,1,2,5,58500.0
12925,1970,2117,0,2,4,7,237500.0
7200,1920,998,764,1,4,8,157000.0
25339,1918,1416,0,2,3,7,112000.0
9060,1939,698,560,1,2,6,105000.0
5436,1922,796,358,1,3,7,125500.0
16692,1978,1392,1392,3,5,12,250000.0
8520,1916,1664,862,2,5,10,136000.0
14892,2006,1746,0,2,3,7,377500.0
6000,1941,869,349,1,3,6,131000.0
9100,2000,1525,0,2,3,6,235000.0
8944,1967,1584,0,2,4,8,124000.0
7838,1967,900,0,1,3,6,123000.0
10800,1905,1221,691,2,3,7,163000.0
4045,2006,1500,0,2,2,6,246578.0
12665,2005,1133,1349,2,4,9,281213.0
57200,1948,1687,0,1,3,7,160000.0
6120,1920,939,574,1,4,8,137500.0
7200,1950,1136,768,1,3,7,138000.0
6171,1925,1160,448,2,3,7,137450.0
6000,1929,950,208,1,3,5,120000.0
7415,2004,864,729,2,3,8,193000.0
6762,2006,1294,0,2,2,6,193879.0
15256,2007,1464,0,2,3,6,282922.0
10410,1915,694,520,1,3,6,105000.0
3842,2004,1646,0,2,2,5,275000.0
8445,1972,768,0,1,2,5,133000.0
8780,1985,833,0,1,3,5,112000.0
7740,1910,741,622,1,3,6,125500.0
20544,1986,1236,857,2,3,7,215000.0
12420,2001,944,896,2,3,6,230000.0
9600,1950,1112,556,1,3,6,140000.0
7200,1949,1040,0,2,2,6,90000.0
10994,2005,1844,0,2,2,7,257000.0
13053,1923,1053,795,1,4,8,207000.0
3635,2007,1569,0,2,1,7,175900.0
11340,1885,1246,1044,2,4,11,122500.0
16545,1998,1310,1140,2,3,7,340000.0
9204,1963,1144,0,1,3,6,124000.0
16381,1969,1844,0,2,3,7,223000.0
11700,1968,708,708,2,3,7,179900.0
4043,1977,1069,0,2,2,4,133750.0
4435,2003,848,0,1,1,3,134000.0
19690,1966,1575,626,2,4,8,274970.0
9503,1958,1344,0,1,2,6,144000.0
10721,1959,1252,0,1,3,7,142000.0
10944,1994,1223,904,2,3,5,271000.0
10930,1945,1048,510,1,3,6,140000.0
7200,1940,804,0,1,2,4,119000.0
12546,1981,1440,0,2,3,7,182900.0
21930,2005,734,1104,2,4,7,192140.0
4928,1976,958,0,2,2,5,135875.0
10800,1927,968,0,2,4,5,64500.0
10261,2000,962,830,2,3,8,186500.0
17400,1977,1126,0,2,3,5,160000.0
8400,1962,1537,0,1,3,7,174000.0
9000,1971,864,0,1,3,5,120500.0
12444,2008,1932,0,2,2,7,394617.0
7407,1957,1236,0,1,2,6,149700.0
11584,1979,1040,685,2,3,6,197000.0
11526,1922,1423,748,2,3,11,191000.0
4426,2004,848,0,1,1,3,144433.33333333334
11003,2008,1026,981,2,3,10,310000.0
8854,1916,952,0,1,2,4,121000.0
8500,2004,1422,0,2,3,7,179600.0
8400,1966,913,0,1,3,6,129000.0
26142,1962,1188,0,1,3,6,157900.0
10000,1995,1220,870,2,3,8,240000.0
11767,1910,796,550,1,2,6,112000.0
1533,1970,630,0,1,1,3,92000.0
9000,1974,896,896,2,4,8,136000.0
9262,2008,1578,0,2,3,7,287090.0
3675,2005,1072,0,1,2,5,146500.0
17217,2006,1140,0,1,3,6,84500.0
7500,2004,1221,0,2,2,6,185000.0
7917,1999,953,694,2,3,7,175000.0
13175,1978,2073,0,2,3,7,210000.0
9042,1941,1188,1152,2,4,9,266500.0
9717,1950,1078,0,1,2,5,142125.0
9937,1965,1256,0,1,3,6,147500.0
